,lat,lon
564,52.4715996,-1.8941967
565,52.4656017,-1.8912649
566,51.5588634,-0.120578
567,51.5129167,-0.3055982
568,54.8923693,-2.9324864
569,51.4783423,-0.1232444
570,52.3071154,-1.9420287
571,52.3067127,-1.9417246
572,52.3067259,-1.9411817
573,52.306334,-1.9392755
574,52.3067753,-1.942854
575,52.415956,-1.9706333
576,52.4623519,-1.8145648
577,53.3708098,-1.4676939
578,55.9052548,-3.1345695
579,55.9366242,-3.0162358
580,55.9605594,-3.1813418
581,55.8267269,-3.2212613
582,51.4382042,-0.0546375
583,55.889556,-4.323245
584,55.8899845,-4.3244974
585,55.8905133,-4.32441
586,55.8923607,-3.0575822
587,51.4737588,-0.0650793
588,52.583893,-1.9819757
589,52.5844758,-1.9809376
590,52.5838305,-1.9828659
591,52.5840811,-1.9815392
592,55.9571582,-3.188009
593,55.9488546,-3.1867325
594,55.950413,-3.1866628
595,54.6443094,-3.5463271
596,54.6440653,-3.5463674
597,54.5471543,-3.5911542
598,54.5469741,-3.5908895
599,54.5477738,-3.5878581
600,54.663236,-3.3645525
601,51.5236441,-0.1377327
602,50.4678463,-3.5382009
603,55.9668433,-3.1746606
604,52.953347,-1.1369938
605,52.6175825,-1.1169782
606,55.9222537,-3.1533575
607,52.6697457,-0.7303743
608,52.406193,-1.513692
609,52.4092649,-1.510655
610,52.4074627,-1.5103853
611,51.4624018,-0.1133351
612,51.6300237,-0.7115512
613,55.813346,-4.360525
614,51.5120342,-0.0832762
615,51.4619194,-0.1674066
616,54.7150137,-1.5022864
617,52.0263577,-0.7885337
618,53.370989,-1.3857098
619,53.542021,-2.1153424
620,53.5418968,-2.1128024
621,53.5421518,-2.114924
622,53.5426201,-2.1153484
623,52.2449134,0.714478
624,52.4158541,-1.9708976
625,52.4025222,-1.9818707
626,52.4134452,-1.9726107
627,51.733731,0.4733968
628,51.7342729,0.4730025
629,51.1716597,-1.7804689
630,52.1413208,-0.4721092
631,51.6297157,-0.7426086
632,54.8700741,-1.6991145
633,54.8700481,-1.6986903
634,55.8641601,-4.2540539
635,55.9630841,-3.178172
636,55.963207,-3.1780414
637,51.4959647,-0.1420933
638,50.9680191,-1.3536852
639,55.9595719,-3.1717981
640,57.1528357,-2.1043961
641,51.5162808,-0.081954
642,51.4639634,-0.1680783
643,51.5185606,-0.0793144
644,55.0064814,-1.619609
645,51.1728186,-1.7807907
646,53.2037931,-1.0098205
647,52.1268954,-0.4705581
648,52.4469002,-1.888355
649,52.4565833,-1.8861437
650,51.6470017,-0.0467134
651,55.9752567,-3.1671257
652,55.9520134,-3.2018929
653,53.5501711,-2.1981009
654,52.4472684,-1.8878629
655,55.9525069,-3.1979173
656,50.7812434,-1.0803939
657,53.8021611,-1.526064
658,55.9711154,-3.1725547
659,55.959817,-3.1713675
660,50.7850489,-1.090018
661,57.1460744,-2.0966515
662,51.6072327,-0.1235382
663,51.3310402,-0.7796185
664,51.3403254,-0.7766413
665,52.4790822,-1.8972377
666,51.5057859,-0.0886565
667,51.2401708,-0.1680943
668,52.9394342,0.489654
669,52.9396702,0.4899142
670,51.4957298,-0.0996095
671,51.4762649,-0.1489741
672,55.8193654,-4.0818291
673,51.5504013,-0.3392532
674,51.5160407,-0.0754715
675,53.1344041,-1.1969564
676,53.1437523,-1.1975179
677,51.3212667,-2.2082026
678,51.3209997,-2.2079829
679,55.9773013,-3.5946136
680,53.7664615,-1.367879
681,53.7948671,-1.3881396
682,51.3919094,0.0007538
683,52.8035457,-1.632094
684,52.8018571,-1.6304968
685,52.8029946,-1.6303836
686,51.5114237,-0.0825244
687,52.6351542,-1.138347
688,52.6334129,-1.1298572
689,52.6342983,-1.1310991
690,52.6357899,-1.1337528
691,52.6357182,-1.1348576
692,52.9797137,-0.0213791
693,52.979746,-0.0212852
694,52.9775771,-0.0234345
695,52.9762786,-0.0284996
696,52.9764363,-0.026842
697,52.9764344,-0.0267558
698,52.977804,-0.018629
699,52.6281613,-1.1208551
700,53.3203878,-3.4920134
701,51.5303816,-0.1222732
702,51.8655054,-2.2413981
703,53.7953453,-1.5455445
704,51.4442994,-0.3454243
705,55.9694081,-3.15935
706,51.7523113,-1.2575583
707,51.7529892,-1.2576465
708,52.6307277,-1.1479059
709,51.7511964,-1.2573722
710,51.7533753,-1.2609459
711,51.0426772,-0.8921501
712,55.8865419,-4.2845991
713,55.8866517,-4.2842229
714,54.9705478,-1.6197365
715,54.9723425,-1.6164866
716,51.5163744,-0.0827675
717,51.4661852,-0.1502787
718,55.9425083,-3.2032939
719,55.9655824,-3.1552144
720,50.7867955,-1.0750347
721,51.5290354,-0.1324486
722,51.4989816,-0.1652291
723,51.5157936,-0.1444325
724,51.4980624,-0.1669553
725,51.3713772,-0.4888098
726,51.3714809,-0.4874179
727,55.9549435,-3.1471975
728,54.7137753,-3.4967097
729,54.7144047,-3.4996642
730,55.9287646,-3.209717
731,52.8974299,-1.1813319
732,52.6810524,-1.0975357
733,52.6732093,-1.1028674
734,54.5217216,-3.5166521
735,54.5216751,-3.5170897
736,55.9034562,-3.5462251
737,51.2607273,-2.1845133
738,53.1383914,-1.5550192
739,51.513312,-0.0844418
740,54.9066762,-2.9369597
741,55.958233,-3.1837452
742,55.9587851,-3.1832169
743,51.3850458,-0.1019652
744,55.9454029,-3.2340651
745,50.9684221,-1.3533227
746,53.4728344,-2.2397511
747,50.9691898,-1.3522915
748,50.9692728,-1.3529671
749,52.6760065,-1.1196001
750,53.7496917,-2.4816197
751,54.6004833,-3.1354375
752,53.2357877,-1.426874
753,53.2570679,-1.4276468
754,50.8191547,-0.4112187
755,52.5034962,-1.9345851
756,52.9789211,-1.1702243
757,53.1261698,-1.2591961
758,53.229653,-1.2915468
759,51.4741937,-0.1559464
760,53.3703044,-2.2349009
761,53.3702385,-2.2332829
762,53.2739919,-3.22284
763,52.4590512,-1.8765731
764,51.6523937,-0.0800647
765,53.5671217,-2.8842725
766,53.1649648,-1.1936422
767,54.8913603,-2.9321666
768,54.8904255,-2.9296526
769,54.886927,-2.9224372
770,52.4721074,-1.8650711
771,52.4676104,-1.8520397
772,52.4717101,-1.8631817
773,52.4721785,-1.8652693
774,53.7489081,-2.4814178
775,53.7481438,-2.4809219
776,55.9424877,-3.2037768
777,51.450233,0.0816019
778,51.535202,-0.1039132
779,51.5214443,-0.019184
780,52.3341385,-2.0619295
781,52.3333584,-2.0622729
782,52.3351779,-2.0603444
783,52.3365639,-2.05832
784,52.9614522,-1.296387
785,54.8877895,-2.939911
786,54.8824054,-2.9278161
787,54.8927411,-2.9325341
788,54.8925326,-2.9347358
789,53.8523151,-3.0401926
790,53.849966,-3.0508402
791,53.849755,-3.0500121
792,52.2273872,-0.2695632
793,52.2272635,-0.269218
794,52.5715151,0.8253856
795,52.5713292,0.8259516
796,54.9717465,-2.1012692
797,54.5335214,-1.2971902
798,52.495528,-1.8531566
799,52.4888701,-1.8504654
800,52.4892325,-1.8526086
801,51.3388036,-0.115526
802,51.5273927,-0.0176074
803,52.4974779,-1.896068
804,52.5124599,-1.8857278
805,52.0492468,1.1550456
806,54.895265,-2.9334182
807,54.8943743,-2.9336538
808,53.5317782,-2.208496
809,54.3267002,-2.7473506
810,54.3263755,-2.7473997
811,54.326586,-2.7478409
812,52.5853306,-1.1517553
813,53.4613611,-2.2884618
814,55.9622979,-3.1968797
815,55.4601165,-4.6289183
816,55.4628708,-4.6304472
817,55.7637329,-4.1514217
818,55.4629572,-4.6334613
819,55.4649307,-4.63219
820,55.4601346,-4.6285447
821,51.6574283,-0.7094877
822,54.9734646,-1.6190852
823,55.4527263,-4.6016403
824,55.4598835,-4.6286372
825,55.4581896,-4.6279505
826,55.4583821,-4.6272576
827,55.4536458,-4.6179976
828,52.6488311,-1.2044048
829,55.4676749,-4.6302145
830,55.467883,-4.6296011
831,50.6238704,-2.4555633
832,55.9364786,-3.2788187
833,55.9363352,-3.2787469
834,55.9451624,-3.204948
835,51.6041113,0.0945276
836,51.6128283,0.1203019
837,51.4639695,-0.1669615
838,55.3337931,-1.5835936
839,52.5451854,-1.9843077
840,52.5453298,-1.9828072
841,53.478214,-2.240192
842,53.2955716,-2.7255635
843,52.3727896,-1.2617816
844,52.3729982,-1.2614392
845,53.9602533,-2.0187794
846,53.960329,-2.0179198
847,51.4733206,-0.1919729
848,51.4457026,-0.4105929
849,51.4224036,-0.4420191
850,51.4454593,-0.4107682
851,54.1288963,-2.7683963
852,51.515355,-0.072207
853,54.9990192,-1.431662
854,55.0177673,-1.4229604
855,53.866334,-1.6817592
856,53.8661784,-1.683243
857,52.6212071,-1.0760458
858,52.7231569,-1.3742611
859,52.7251272,-1.3747197
860,52.7251192,-1.374438
861,51.8840368,-0.3830457
862,51.8884455,-0.3715697
863,54.2094505,-0.288538
864,55.4726662,-4.594621
865,55.4727141,-4.5944421
866,55.4695364,-4.60762
867,51.4292869,-0.421256
868,52.3755374,-2.3164508
869,51.4566395,-0.9713932
870,51.4568049,-0.9711518
871,53.6029839,-3.0343253
872,51.5179341,-0.079674
873,54.9727512,-1.6142346
874,53.6263234,-3.0054984
875,55.8954439,-4.2622037
876,51.4287402,-0.4527804
877,51.4293519,-0.495645
878,53.6348338,-3.0153967
879,53.4126655,-2.1573957
880,53.4124576,-2.1597287
881,53.410715,-2.1624646
882,53.4110199,-2.1576361
883,53.4110391,-2.157746
884,53.4256293,-2.1012773
885,53.4258371,-2.1002875
886,53.6365863,-3.0087527
887,54.6637803,-3.3657653
888,53.6480652,-3.0037353
889,53.6462128,-3.0056949
890,53.6460935,-3.0055313
891,52.282859,-1.5166331
892,53.6483337,-3.0036121
893,53.6474914,-3.0021999
894,53.9054682,-1.6944701
895,51.4836262,-0.3286086
896,51.4067574,-0.4059761
897,54.5415619,-3.4938286
898,52.7645298,-0.8859737
899,55.7689342,-2.0028167
900,51.5325805,-0.7245767
901,52.4465388,-1.819107
902,50.8354686,-0.7793131
903,51.5020084,-0.2278003
904,53.9940227,-1.5386364
905,51.5024951,-0.2252921
906,51.5711174,-0.7779171
907,53.7964597,-1.6635999
908,55.8974829,-3.514862
909,51.5062914,-0.2332589
910,51.5065629,-0.2376168
911,53.6459944,-2.9887032
912,51.594873,-0.0055022
913,54.9067004,-1.3819755
914,54.9036223,-1.3856927
915,54.9043935,-1.3852467
916,54.9036702,-1.3857647
917,51.4935349,-0.2241188
918,51.4933299,-0.2237733
919,53.6504078,-2.9872379
920,53.6473481,-2.9713041
921,52.764381,-0.8852501
922,52.7644651,-0.8840879
923,51.4343055,-2.5671246
924,51.4345883,-2.5669548
925,53.6609235,-2.9661475
926,51.4248523,-2.5859527
927,53.2343067,-1.4449007
928,54.5919633,-5.9107386
929,52.4434061,-1.7848819
930,52.444751,-1.7849711
931,54.6535158,-1.6780223
932,51.5377085,-0.1419166
933,54.6632031,-1.675124
934,54.6642407,-1.6748484
935,54.6589127,-1.6758951
936,53.5793193,-1.4788918
937,54.6607472,-1.6757074
938,51.5051174,-0.0192951
939,53.1257671,-1.2616123
940,51.7781505,-1.265377
941,51.9075293,-1.1505293
942,54.5428911,-1.9234817
943,54.5474898,-1.5864844
944,54.5340923,-1.5787965
945,54.5347942,-1.578142
946,53.5095363,-2.1585599
947,54.5247229,-1.5542445
948,54.5250413,-1.5542138
949,54.5259889,-1.5571618
